SYMBOL
JINDALSTEL
JCHAC
JUBLFOOD
JUBILANT
JUSTDIAL
JYOTHYLAB
KPRMILL
KPIT
KRBL
KAJARIACER
KALPATPOWR
KANSAINER
KTKBANK
KARURVYSYA
KSCL
KEC
KESORAMIND
KITEX
KOLTEPATIL
KOTAKBANK
KWALITY
L&TFH
LTTS
LICHSGFIN
LAXMIMACH
LAKSHVILAS
LTI
LT
LAURUSLABS
LINDEINDIA
LUPIN
MMTC
MOIL
MRF
MAGMA
MGL
MTNL
M&MFIN
M&M
MAHINDCIE
MHRIL
MANAPPURAM
MRPL
MANPASAND
MARICO
MARKSANS
MARUTI
MFSL
MAXINDIA
MCLEODRUSS
MERCK
MINDTREE
MINDACORP
MINDAIND
MONSANTO
MOTHERSUMI
MOTILALOFS
MPHASIS
MUTHOOTFIN
NATCOPHARM
NBCC
NCC
NHPC
NIITTECH
NLCINDIA
NMDC
NTPC
NH
NATIONALUM
NFL
NBVENTURES
NAVINFLUOR
NAVKARCORP
NAVNETEDUL
NETWORK18
NILKAMAL
OBEROIRLTY
ONGC
OIL
OMAXE
OFSS
ORIENTCEM
ORIENTBANK
PCJEWELLER
PIIND
PNBHOUSING
PNCINFRA
PFS
PTC
PVR
PAGEIND
PARAGMILK
PERSISTENT
PETRONET
PFIZER
PHOENIXLTD
PIDILITIND
PEL
POLARIS
PFC
POWERGRID
PRAJIND
PRESTIGE
PRISMCEM
PGHH
PNB
QUESS
RBLBANK
RADICO
RAIN
RAJESHEXPO
RALLIS
RAMCOSYS
RKFORGE
RCF
RTNPOWER
RAYMOND
REDINGTON
RCOM
RELIANCE
RELINFRA
RNAVAL
RPOWER
RELIGARE
REPCOHOME
RUPA
RECLTD
SHK
SJVN
SKFINDIA
SMLISUZU
SREINFRA
SRF
SADBHAV
SANOFI
SCHAEFFLER
SCHNEIDER
SHARDACROP
SFL
SHILPAMED
SHILPI
SCI
SHOPERSTOP
SHREECEM
RENUKA
SHRIRAMCIT
SRTRANSFIN
SIEMENS
SNOWMAN
SOBHA
SOLARINDS
SOMANYCERA
SONATSOFTW
SOUTHBANK
SBIN
SAIL
STRTECH
STAR
SUDARSCHEM
SPARC
SUNPHARMA
SUNTV
SUNDARMFIN
SUNDRMFAST
SUNTECK
SUPRAJIT
SUPREMEIND
SUPPETRO
SUVEN
SUZLON
SWANENERGY
SYMPHONY
SYNDIBANK
SYNGENE
TTKPRESTIG
TVTODAY
TV18BRDCST
TVSMOTOR
TVSSRICHAK
TAKE
TNPL
TATACHEM
TATACOFFEE
TATACOMM
TCS
TATAELXSI
TATAGLOBAL
TATAINVEST
TATAMTRDVR
TATAMOTORS
TATAPOWER
TATASPONGE
TATASTEEL
TECHM
TECHNO
TEXRAIL
RAMCOCEM
THERMAX
THOMASCOOK
THYROCARE
TIMETECHNO
TIMKEN
TITAN
TORNTPHARM
TORNTPOWER
TRENT
TRIDENT
UCOBANK
UFLEX
UPL
UJJIVAN
ULTRACEMCO
UNICHEMLAB
UNIONBANK
UNITECH
UNITEDBNK
UBL
MCDOWELL-N
VGUARD
VIPIND
VRLLOG
WABAG
VAKRANGEE
VTL
VBL
VEDL
VESUVIUS
VIDEOIND
VIJAYABANK
VINATIORGA
VOLTAS
WABCOINDIA
WELCORP
WELSPUNIND
WHIRLPOOL
WIPRO
WOCKPHARMA
YESBANK
ZEEL
ZEELEARN
ZENSARTECH
ECLERX
